application_id,prediction,approval_probability,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Total_Income,DTI,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
LP001603,0,0.42426506,-0.46238285,-0.7067892,0.36797646,-0.04147564,0.54718137,-0.15269913,0.13006361,-0.032835986,-0.0051875534,-0.004562657,0.0010970167,-0.005856364,0.11608389,-0.10740175,-0.016254144,-0.6555376,-0.05042451,-0.63425875,-0.056162324,0.09569496,0.57728535,0.0130630005
LP001606,1,0.954229,-0.40135175,1.0416445,0.3144447,-0.016696585,0.6369847,1.0566312,0.0709751,-0.023906907,-0.008429594,-0.029442267,0.00083474244,-0.022781117,0.14722866,-0.0780213,-0.05308218,0.1431753,0.006786266,0.030545369,0.0024617524,-0.2210988,-0.37795746,0.040212173
LP001608,1,0.96363837,-1.3426604,0.70639193,0.36545348,0.034111198,0.6954227,1.8086158,0.028539944,-0.037673146,-0.009013979,0.13947019,0.030333977,0.10601916,0.06247627,0.31388962,-0.028301347,0.08280647,0.008780778,0.04384238,0.0033184616,-0.18736458,-0.3606342,0.03528444
LP001610,0,0.10897055,0.2603239,1.4425683,-0.96685964,-0.103332445,-2.8535292,-1.4723657,-0.24092926,-0.022484869,-0.006220128,-0.11280884,-0.011101194,0.022613952,0.1592241,-0.085642494,0.62765616,0.07559142,0.0060534193,0.040288314,0.0034630266,0.07644411,0.35895205,-0.07729783
LP001616,1,0.95523584,-0.48405886,-0.88518995,0.3898672,0.019395491,0.649958,1.7381196,0.046172395,-0.026322003,-0.010198526,0.17286988,0.013695814,0.08086867,-0.4328696,-0.0413351,-0.018798823,0.14175965,0.016061684,0.06216369,0.0062561305,0.07973062,0.7118026,0.05250834
LP001630,0,0.018497765,-0.6238372,0.39830357,0.29910493,-0.850669,-4.055803,0.93716216,-0.045955785,-0.1004313,-0.013830321,0.029939415,-0.00026019663,-0.0888665,0.029816926,-0.046747014,-0.08578302,-0.24559984,-0.0263418,0.061037015,0.0032594895,0.06301951,-0.39382064,0.00677304
LP001633,0,0.14721836,0.70402086,1.676284,-0.28127876,-0.10271806,-3.6835086,-0.8779363,0.43908948,-0.032653313,-0.007363238,-0.051586967,-0.0057260063,0.10585806,-0.32888916,-0.08522783,-0.10920852,0.027916064,0.0059686867,0.09866144,0.009295322,0.0686698,-0.2694092,0.16506174
LP001634,0,0.27842373,-2.4748726,1.7745763,0.38150468,-0.04868519,0.49654478,-1.4459398,0.3569463,-0.030539984,-0.008746037,-0.033357445,0.0004460886,-0.09326035,0.12010302,-0.10606386,-0.05619892,0.046740703,0.002680569,0.000105401035,-0.0061524026,-0.15571903,-0.49635434,0.045853674
LP001636,1,0.93887544,-0.2865091,-1.0346854,0.41347054,0.6667015,0.5263911,-0.36688915,0.4516647,-0.0031857751,0.0030228163,0.022328014,0.012479035,0.0008537593,0.1240493,-0.045350436,-0.010430748,0.19995257,0.0147163905,0.08770006,0.005887841,0.12212009,0.9719502,0.0774359
LP001637,0,0.34162936,1.9286627,-0.51538575,-1.1651356,-0.07432119,0.4551391,-2.0346448,0.45242697,-0.029131964,-0.0071853036,-0.0059387065,0.0013792494,0.07991289,-0.7759402,-0.10710804,-0.040550258,0.08155338,0.005853269,0.045006603,0.0006133688,0.16502202,0.19979034,-0.094155006
LP001639,1,0.97224873,-0.40803045,-0.909778,0.3196124,0.011409683,0.6716808,1.6046097,0.03807078,0.08890197,0.028770246,0.10226615,0.01963042,-0.02488645,0.10789211,-0.041074976,-0.011515034,0.155319,0.0142304525,0.07203949,0.0062561305,0.088612966,0.8062488,0.037970036
LP001640,1,0.95951515,1.5492281,1.1880513,0.3436218,-0.04427144,0.5034266,-2.1773913,0.47921413,-0.02233233,-0.0044451747,0.016419142,0.0027051757,-0.026221346,0.17589112,-0.11915633,-0.032680005,0.046109714,0.004254645,-0.4110074,-0.020038033,0.12568462,0.8050672,0.0052762106
LP001641,0,0.007341284,-0.8302122,-0.9272276,0.2590052,-0.19612977,-4.01336,0.93651736,-0.117218204,-0.05159272,-0.010833362,0.09563794,0.0238005,0.16765344,-0.17262833,-0.037160397,-0.109187104,0.15296829,0.011268339,-0.3699858,-0.027535142,-0.1161727,-0.35698032,0.004406116
LP001643,1,0.9596747,-0.48056138,1.2926466,0.53697854,-0.006472394,0.6110958,0.38049614,0.37938288,-0.010762708,0.0011061892,0.052674316,0.024545217,-0.05579522,0.08906844,-0.0521565,-0.033560123,0.07060326,0.0030050906,0.064415075,0.0043342323,-0.1455667,-0.37648788,0.042532254
LP001644,1,0.5210292,-2.8708725,2.0529566,-0.35990238,0.00034080198,0.5574212,0.44332018,0.0015283814,-0.016916173,-0.0032680975,0.03114558,0.002247121,-0.020811547,0.14435682,-0.07948889,-0.048848893,0.120286934,0.0031547179,-0.22743736,-0.04318415,-0.022508495,-0.41319877,0.055750772
LP001647,1,0.9135738,1.4053518,-0.6867672,-0.32078302,0.85207,0.5183956,0.33012667,0.13473298,-0.021831522,-0.00892435,0.040918395,0.012720054,-0.25429714,0.056647595,-0.102274485,-0.06249724,0.19084369,0.006126476,0.034347463,0.00035236898,-0.21204308,-0.42092922,0.087691836
LP001653,0,0.22444008,0.014849922,-1.4274156,0.5428417,-0.045139518,0.4817386,-0.29815492,0.39884225,-0.052889436,-0.01582347,0.060090046,0.007897429,-0.09230932,0.06391862,-0.09441734,-0.02916581,-0.7603519,-0.059646405,0.061611854,0.0028477674,-0.28745043,-0.526383,0.0364381
LP001656,1,0.9425751,1.1624507,-0.6425589,-0.032312084,-0.055580147,0.5208226,-0.6750944,0.52031106,-0.025099417,-0.008434966,0.028101886,0.005409434,-0.073649794,0.22649032,-0.117692396,-0.034357157,0.13645667,0.006077345,0.084896,0.0056684157,0.15918107,0.8627764,-0.033821102
LP001657,0,0.37153172,0.6598212,-1.1296911,-0.11286764,-0.010088485,0.5685224,0.46801054,0.02444919,-0.059956286,-0.013921935,-0.020456033,-0.0007308329,-0.18153945,0.0072983387,-0.09763904,-0.045526363,-0.9060461,-0.07038346,0.017893095,0.0024747285,0.10257193,-0.4489254,-0.05701606
LP001658,1,0.8935157,-0.39738494,-0.9872653,0.30501238,-0.032992225,0.60395086,0.4689178,0.08846154,-0.036238734,-0.009601019,-0.051149517,-0.010247718,-0.013564164,0.14326632,-0.052053425,-0.013989234,0.16666228,0.013785331,0.09334467,0.0062561305,0.0751386,0.92474914,0.06401253
LP001664,1,0.5476724,-0.39660552,-1.1430506,0.18131192,-0.004334055,0.5761968,0.6807879,0.017386394,-0.07098133,-0.01408832,-0.03813447,-0.010247718,-0.07337446,0.07366642,-0.05143679,-0.032738328,0.18218267,0.013009852,0.07060123,0.0053565833,-0.17220154,-0.4417723,0.06164203
LP001665,1,0.5245592,-0.7451466,0.74156827,-0.7645498,-0.011082811,0.57604784,0.20264797,0.016388804,-0.007690501,-0.008015607,-0.023871455,-0.000998746,-0.017864805,-0.9891161,-0.076617666,-0.036823306,0.07596779,0.0036174492,0.02966497,0.0020531367,0.061957445,0.28836158,0.003722677
LP001666,1,0.8535192,0.87402153,1.3428165,-0.2422371,-0.04594601,0.53549826,-1.2350715,0.4486154,-0.02409217,-0.006971187,0.024741802,0.0053257756,-0.16709991,0.11656032,-0.1151611,-0.060644906,0.06770129,0.0035196305,0.081375554,0.009439319,-0.2133281,-0.4021897,-0.0124941915
LP001669,1,0.78442794,-1.9404124,1.3407408,0.33135098,0.03566479,0.56194985,0.42114612,0.010514283,0.15044662,0.031637922,-0.0856723,-0.020410948,-0.052655354,0.075819105,-0.0588019,-0.01386004,-0.117593415,-0.0095244665,0.09063883,0.0053317263,0.08337058,-0.3361038,0.009988079
LP001671,1,0.9839954,-0.48395658,0.9991376,0.44099537,-0.025109505,0.6025912,0.46035665,0.14828087,0.05801279,0.018155055,-0.004656944,-5.500042e-05,0.0065795006,0.20793357,-0.080045775,-0.03217408,0.081259966,0.0020302464,0.04247336,0.0025421048,0.102751486,0.75988483,0.033664547
LP001673,0,0.45463112,1.227622,-0.74812406,0.22197723,-0.06165044,0.5233971,-1.1086766,0.32133648,-0.057682954,-0.012938389,-0.035666063,-0.0051013543,-0.24981558,0.03680165,-0.12893164,-0.06075914,0.13961668,0.0073585515,-0.60083514,-0.039996248,0.11363137,-0.45771724,0.016083026
LP001674,1,0.9348858,-0.59885085,1.2321126,0.6054976,-0.033412084,0.5642164,0.34014103,0.16374592,-0.013382431,-0.008811833,0.0016802774,0.0071653286,-0.031772863,-0.6527213,-0.08245539,-0.013382553,-0.18820275,-0.016274303,0.05047895,0.0028712566,0.079160236,0.49049106,-0.012109019
LP001677,0,0.44481793,0.33697852,-0.8210853,-0.08758583,-0.06477605,-3.3244364,0.46299466,-0.05443644,-0.022427116,-0.0010328233,0.33752325,0.032198057,0.028746808,0.20035829,0.6195955,-0.06562139,0.22532742,0.022830684,0.05412112,0.001492955,0.12812236,0.9565626,0.034825295
LP001682,0,0.1976573,-0.46118745,-1.2144703,-0.0147269545,0.16542403,0.45382744,-0.008751939,-0.05210148,-0.076114,-0.023106948,0.056255095,0.0038285495,0.112222806,0.01687171,-0.048065666,0.14803259,-0.79490566,-0.057086803,0.07144564,0.0068049813,0.056289166,-0.41332066,-0.10626047
LP001688,1,0.78800243,-0.50758576,0.6983371,0.111213446,0.018743964,0.6314455,0.11874696,0.032216065,-0.034142837,-0.0053574215,0.02730861,0.010446304,0.10915796,-0.12618,-0.054027647,-0.020103741,-0.39917925,-0.0225681,0.07223221,0.00534056,0.13352442,-0.273692,0.008956173
LP001691,1,0.8179664,-0.4633463,-1.1611737,0.30360672,0.010470067,0.635982,0.2605645,0.011054649,-0.031285267,-0.0045920927,0.07848695,0.013695814,0.037106764,0.109564774,0.36127925,-0.0034924177,-0.5197492,-0.048775338,0.074844226,0.0042180093,0.08761309,0.89088917,0.07757374
LP001692,1,0.7431083,-0.27132913,-1.1631961,0.31898153,0.0048996285,0.5514211,0.22280127,0.030272907,0.07745959,-0.007062221,-0.0087587,-0.0045970324,-0.031028783,0.11609336,-0.052001268,-0.00455462,-0.5013689,-0.04367467,0.09758993,0.0062561305,0.1009394,0.8194015,0.025547694
LP001693,1,0.8861502,-0.42292884,-1.0186032,0.28172615,0.020037625,0.6129623,1.4908689,0.040034454,0.37546477,0.09530606,-0.050342467,-0.0071893334,-0.09602868,0.047317225,-0.03727036,-0.024993952,0.18414076,0.0142304525,0.062631726,0.0064214915,0.10970455,-0.38724986,-0.02232832
LP001698,1,0.94008005,-0.34336826,1.3767717,0.54820424,-0.03132175,0.5556972,0.34043708,0.37790948,-0.02931259,-0.006573247,0.040370815,0.010277001,-0.07586415,0.11116971,-0.07773457,-0.05130232,-0.20446421,-0.01444266,0.027844734,0.0027909037,-0.19624291,-0.42701495,0.04102775
LP001699,1,0.67755556,-0.52745414,-1.0776206,0.4312669,0.018333994,0.59511644,1.1193813,0.035926238,-0.13925299,-0.031442516,-0.13521253,-0.024116969,-0.13918698,0.04469702,-0.04673388,-0.029824978,0.21884845,0.016061684,0.056858376,0.0064214915,0.09858854,-0.47555295,-0.05063484
LP001702,0,0.2330453,-0.4300863,-0.85203785,0.14533944,0.03517837,0.47110942,0.6839462,-2.8253114,-0.124149375,-0.056936283,-0.11400016,-0.011063931,-0.072287016,0.09806281,-0.034359224,-0.015758917,0.19681443,0.016061684,0.06972302,0.0062561305,0.06960772,0.72187006,0.05273231
LP001708,1,0.577217,0.9764918,-0.6683274,-0.7984325,-0.056880876,0.5175686,-1.3333793,0.012859627,0.07428999,0.026826877,-0.0007628334,-0.005157619,-0.16006158,0.1573434,-0.11367905,-0.03433708,0.111920275,0.005634207,0.088876,0.0024954998,0.13112818,0.66225195,-0.06340534
LP001711,0,0.096940346,-0.49912292,0.15308227,0.16655003,-0.0675158,-3.991038,-0.13073027,-0.08554084,-0.008554908,0.00038357195,-0.10149475,0.00055948924,0.03053161,0.1097426,-0.04372745,0.56512463,0.18887535,0.00650664,0.06631267,0.002785052,0.08573698,0.55537033,-0.013623925
LP001713,1,0.802684,1.7330309,-0.6394786,-0.7066389,-0.04262375,0.5674982,-0.5114393,-0.036998514,-0.046713606,-0.005432425,0.045229755,0.0002566652,0.4421369,-0.13561444,-0.120114215,-0.060879484,0.099418044,0.0052739023,0.10421974,0.012048306,0.11642095,-0.18566237,-0.008877421
LP001715,1,0.7262647,0.81299955,-1.0715832,0.07483272,-0.009982118,0.50131196,0.74846226,0.033733852,-0.04340664,-0.008330034,-0.01326498,-0.0005519943,0.24660146,0.029695453,-0.099351995,0.55198646,-0.92603403,-0.06606583,-0.13305286,-0.038940925,-0.15068944,-0.2815825,0.040870607
LP001716,1,0.94062525,-0.4574453,1.4187559,0.23807436,0.009636946,0.6308145,0.46659768,0.063304506,-0.03919262,-0.00930184,-0.02064049,-0.0011775846,-0.03698571,0.12858227,-0.0790555,-0.05557219,0.13966092,0.003861478,0.02908493,0.0027074656,0.06497861,-0.4141589,-0.097950034
LP001720,1,0.8778779,-0.44583094,0.34130484,0.41269794,-0.031400938,0.5597019,-0.23846571,0.098007396,-0.017790433,-0.004190839,0.013443355,7.301016e-06,0.008566663,0.13029575,-0.088775456,0.07674983,-0.48490447,-0.023443123,0.07464973,0.0036318705,0.11746067,0.6742321,0.018442633
LP001722,0,0.42878675,-2.0573833,0.87302417,0.13530643,0.046194185,0.50485235,1.6376846,-2.0897877,-0.07091105,-0.05471018,0.25903764,0.04002191,-0.07325784,0.05858242,-0.034357056,-0.033470217,0.14272968,0.008780778,0.045911167,0.0050860127,-0.1026892,-0.3457797,0.04023589
LP001726,1,0.98919535,-0.41077366,0.92362267,0.36856255,-0.001736689,0.6495188,0.9337333,0.07932938,-0.014448751,-0.009375292,-0.02720141,0.00083474244,0.017251274,0.20379533,-0.08124594,-0.024325583,0.18714024,0.007248997,0.051516965,0.0025421048,0.100425355,0.7421269,0.04027548
LP001732,0,0.24965376,0.3086964,-0.88533205,0.2887132,-0.13176775,-3.7754965,0.35072577,0.4164935,-0.023838006,-0.00989053,-0.17412396,-0.008639145,-0.015247554,0.11427837,0.55008626,-0.071740046,0.18528228,0.023172865,0.042721532,0.0019680667,0.116728164,0.80313206,0.01552304
LP001734,1,0.96198463,-0.5329471,0.6952151,0.36008516,-0.029022805,0.60499996,-0.88332915,0.12639067,0.06080017,0.014258573,0.00056833203,-0.0008824419,0.054216433,0.18947706,0.8510026,-0.033105567,0.073285796,0.0026448765,-0.004869235,-0.008281217,0.13904175,0.7538624,0.019499844
LP001736,0,0.013582515,-0.6522712,-1.017382,0.36077884,-0.06917036,-4.1144543,0.7678643,-0.071465805,-0.07398912,-0.020427115,0.11589177,0.021346424,-0.10218772,0.03728508,-0.03552886,-0.09935318,0.17672084,0.011731071,0.046271477,0.0032594895,0.07184508,-0.448184,0.02802844
LP001743,1,0.9845489,-0.51363975,0.46408057,0.40359798,-0.021807455,0.67682755,0.4993537,0.10786363,-0.0137123205,-0.0061105564,-0.034567706,-0.000998746,-9.02731e-06,0.20053123,0.5982189,-0.031549104,0.1247871,0.007248997,0.03608971,0.0015937497,0.13085678,0.7183475,0.029405758
LP001744,1,0.9882371,-0.4744855,1.0016472,0.2685179,0.011218049,0.593237,0.8761553,0.055342603,-0.01752591,-0.0066586705,0.113119334,0.010133102,0.011964165,0.22263241,-0.07864097,-0.027840164,0.14669277,0.00406241,0.051988713,0.0025421048,0.07279292,0.76969856,0.046282668
LP001749,1,0.87957084,1.1456659,0.029693281,-0.28769872,-0.062488075,0.6058371,-1.3037617,0.07656098,-0.015932815,-0.00828507,0.023181977,0.009218633,-0.16000211,0.16059045,-0.11832496,-0.03380213,0.09653897,0.0037126946,-0.002073498,-0.008118804,0.11680856,0.9058075,0.037149515
LP001750,1,0.9796749,1.0509357,-0.83510107,0.26287487,-0.03941822,0.63495797,0.71373415,0.074907616,-0.022756826,-0.00908288,0.0069095474,0.0020903873,-0.085227445,0.13049673,-0.090885684,-0.032751456,0.22505035,0.021818427,0.014605428,0.00180995,0.114223704,0.90654033,0.051532477
LP001751,0,0.19656588,-0.5168416,-0.9500163,-0.48944595,0.044094067,0.5271975,1.5773251,-2.2392075,-0.10530873,-0.058182932,0.20567302,0.021036753,-0.09210107,0.05866322,-0.02252362,-0.03162969,0.20511046,0.013413004,0.038947582,0.0048676147,-0.12953044,-0.34230217,0.094769076
LP001754,0,0.048059937,-0.12481301,-1.3889773,-0.012861607,-0.005670924,0.5405061,-0.6762205,0.022089705,-0.06708946,-0.012708845,0.0497776,-0.0006559746,-0.0878512,0.029343657,-0.08665962,-0.026358156,-0.84082717,-0.06721488,-0.4980075,-0.05325944,0.09730085,-0.495686,-0.05830612
LP001758,1,0.94693935,0.94041115,0.11986816,-0.7859151,-0.02737169,0.62598604,-0.9869776,0.0036488073,-0.0146737695,-0.0069176406,0.01759015,0.0017614301,0.26423407,0.17440023,0.8865778,-0.029390927,0.071883224,0.0045180996,-0.027400471,-0.008616748,0.14221795,0.69182163,0.046048593
LP001760,1,0.7415182,0.10457112,-0.9570318,-0.017174855,-0.880226,0.581505,-0.0632785,0.007023339,-0.018266596,-0.0029751954,0.0027099005,0.0037135396,-0.0070611862,0.19304298,-0.09575668,-0.011486321,0.21879753,0.019572752,0.06035205,0.0034181636,0.12941238,0.9566284,0.04828998
LP001761,1,0.8339575,1.2617855,-0.81833583,-0.37944266,-0.021165984,0.5759486,0.84524894,0.012113166,-0.028017653,-0.0050013047,0.02968733,0.0056315735,-0.18380468,0.07690459,-0.080602884,-0.063076094,0.21721129,0.017066386,-0.07294174,-0.033716567,-0.19083688,-0.40027377,0.07146261
LP001765,1,0.9522531,-0.6115426,1.0282568,0.49830034,0.010771797,0.6324954,0.32340962,0.07494739,0.00909262,-0.00010303687,0.06027291,0.018494308,0.01939544,-0.5603908,-0.053158678,-0.020516934,0.052890968,0.0034678224,0.07725943,0.004085433,0.09503103,0.52196383,0.03039797
LP001768,1,0.93832785,-0.39157525,-1.0600189,0.6417491,0.60219574,0.5464862,1.4119225,0.49715027,-0.07390957,-0.021178199,0.111472435,0.016161583,-0.084421,0.0453276,-0.039795127,-0.023999352,0.23147729,0.023234086,0.06118103,0.006069225,-0.18534397,-0.45077673,0.080763265
LP001770,1,0.94550645,-0.37840778,1.5284903,0.35219118,-0.0038012278,0.5876818,0.77133447,0.06893363,-0.032068476,-0.00876452,0.0944892,0.010499141,-0.040914543,0.11196082,-0.078387685,-0.04896347,-0.33680585,-0.015070926,0.031495124,0.0024617524,-0.18145132,-0.39799494,0.03863659
LP001776,1,0.6128614,1.2061878,-0.6278072,-1.0732206,-0.04679022,0.49773932,-1.1571943,-0.051914178,0.09851936,0.026826877,0.053288553,0.0056315735,-0.19041055,0.14721017,-0.11966763,-0.03096512,0.112888575,0.0050548404,-0.022929225,-0.008118804,0.13379425,0.6921323,0.031004772
LP001778,1,0.85526896,-0.5766288,0.9142541,0.2933665,-0.007510817,0.5899991,-0.11865211,0.024569217,-0.0081945285,-0.00808414,-0.016159462,7.301016e-06,-0.012006011,-0.78708714,-0.08252271,-0.021114584,0.1288484,0.007248997,0.074167304,0.0025421048,0.09717496,0.4987367,0.005490075
LP001784,0,0.44933057,0.69955736,-0.03475815,-0.4040671,-0.03897489,0.59311324,-1.1440781,-0.010582518,-0.018579962,-0.0076881703,0.0037626685,-5.350969e-05,0.2999588,-0.28465486,-0.12427848,-0.065701276,0.09796567,0.009198257,-0.03355917,-0.008574378,-0.2747506,-0.20248507,-0.032239895
LP001786,0,0.12462935,0.6944843,-0.75732833,-0.89779174,-0.015171137,0.44580594,0.5595429,-2.3783169,-0.07242143,-0.052321892,-0.03179282,-0.0010060034,-0.15426525,0.06103605,-0.07131089,-0.05617995,0.24869806,0.020760573,0.01230435,0.0019857597,0.07389233,-0.26989534,-0.088105984
LP001788,1,0.6998063,-0.48455328,-0.9521816,0.22960037,0.035187032,0.59859246,1.1551955,-0.1093167,0.3778291,0.079962984,-0.065743595,-0.0071893334,-0.1064316,0.04666412,-0.04302976,-0.030282415,0.18948525,0.0142304525,-0.53688854,-0.07326884,0.07740836,-0.31661218,-0.010377326
LP001790,1,0.8648561,-0.48711315,-0.99385744,0.23608643,-0.0069535263,0.6017468,1.7722666,0.02306598,0.21553853,0.071518086,0.0060923127,-0.005647485,0.1628149,-0.23872824,-0.042499576,-0.032423694,0.14623366,0.013767721,0.05227492,0.0053565833,-0.18221049,-0.2537211,0.014520442
LP001792,1,0.9651257,-0.5133804,-0.8796396,0.42744502,0.023329955,0.6546299,1.8876168,0.058424108,-0.035153527,-0.0121369995,0.21018635,0.018839048,0.09577805,-0.41009843,-0.036844276,-0.018633453,0.14496227,0.016061684,0.05889795,0.0062561305,0.092935525,0.68574494,0.0671894
LP001798,1,0.98396516,0.5002603,1.6694847,0.32302803,-0.020249968,0.60362667,-0.9549331,0.40948,-0.022178033,-0.009703228,0.029732421,0.0066925557,0.26035684,0.08652024,0.87119657,-0.059220754,0.041968945,0.004368602,0.1039666,0.009572938,-0.19786838,-0.32597297,0.008600555
LP001800,1,0.6596693,-0.6860245,1.1018604,-0.10594101,0.00015501305,0.5514678,-0.038674384,-0.09477753,-0.027645204,-0.0010233402,0.029475065,0.017875079,0.079594664,-0.22022428,-0.053930722,-0.021647988,-0.43572068,-0.023922086,0.074231595,0.004634285,0.061184127,-0.2706214,-0.05659908
LP001806,1,0.8565566,-0.4806921,2.094532,-0.12974983,0.48410782,0.48022306,-1.1205808,0.26614264,-0.03867639,-0.009686917,0.009962613,-0.00957215,-0.10559353,0.08455553,-0.10281868,-0.049744725,0.09817785,0.0021063304,0.03911521,0.003343049,0.04560015,-0.41242102,-0.13944528
LP001807,1,0.9628804,1.08252,-0.017430652,0.2968137,-0.054069493,0.63341045,-0.7086355,0.4113042,-0.020039104,-0.0036280374,0.03229903,0.0018777342,0.42404678,0.07019138,0.9009296,-0.06248596,0.08033981,0.004470647,0.003430463,0.00824838,-0.29631075,-0.34096086,0.031368088
LP001811,1,0.9660411,-0.45320112,1.8233558,0.4262055,-0.024439907,0.5664906,-1.1317948,0.40713483,-0.020746151,-0.007555782,0.022532707,-5.500042e-05,-0.04136981,0.16806918,-0.12021371,-0.022487585,-0.112917975,-0.006741125,0.011329193,-0.0028316623,0.06702851,0.962744,0.05942056
LP001813,1,0.57837856,0.21653748,1.1592574,0.1123359,0.36874872,0.47252345,-1.5479934,0.38380677,-0.048110753,-0.0110071255,-0.054931566,-0.014520675,-0.19681504,0.043942213,-0.13183703,-0.057272814,0.066154756,0.006003642,-0.7442974,-0.048783753,0.05987094,-0.41424724,-0.081338465
LP001814,1,0.986362,1.4816475,-0.7495959,0.24407023,-0.05548621,0.6196939,0.46558413,0.38130325,-0.0447895,-0.013453146,0.026279466,0.007002729,0.39489254,0.049288426,0.8590144,-0.056760937,0.123687945,0.006779185,0.048781432,0.0028786105,0.13819762,-0.35711688,-0.06883387
LP001819,1,0.9103462,1.4058077,-0.9261776,0.022990832,0.52048194,0.5407212,0.5950455,0.12353545,-0.05301598,-0.0106434245,0.018009253,0.0045887274,0.2842612,0.036080465,-0.0898561,-0.046828397,-0.58038867,-0.073040985,0.015891135,0.0023588012,0.10370763,-0.31341475,-0.04034049
LP001824,1,0.81203246,-0.5537358,0.9851647,0.44698316,-0.81674546,0.6148007,-0.105310276,0.054548383,0.0059347274,-0.001189858,0.046652913,0.005927564,0.0012445175,-0.7035298,-0.05845822,-0.020666419,0.072337374,0.006654409,0.07107339,0.0025421048,0.10321022,0.52596414,0.0017731141
LP001825,1,0.9586424,-1.6636927,1.0512366,0.43136826,0.041501664,0.64509535,1.9277248,0.06729622,-0.06203381,-0.018689932,0.18845856,0.02573456,-0.051728636,0.058830142,-0.048733138,-0.023125794,0.081251286,0.009243511,0.06309988,0.0053317263,0.070871085,-0.38185042,-0.052020963
LP001835,0,0.01612166,-1.921786,1.519432,-0.83763045,-0.084859654,-3.7839162,0.2943825,-0.4385146,-0.02427454,-0.009961143,-0.10399439,-0.007453679,-0.005822221,0.15712681,-0.05935617,-0.06018833,-0.2959791,-0.028330067,0.0341203,0.0014722203,0.034507707,0.72376275,0.007828404
LP001836,0,0.20061272,-0.50553757,-0.9368419,-0.047559515,0.03875549,0.48765546,0.58605176,-2.529855,0.29477635,0.09065477,0.010051247,-0.0004202685,0.15817943,0.049707364,0.15862133,-0.02837586,0.18586858,0.0142304525,0.0536471,0.0043833703,0.0751141,-0.28048202,-0.039189473
LP001841,1,0.8002369,-0.49156356,1.596961,0.3902245,-0.019447496,0.5769712,-0.01838406,0.07362172,-0.028736746,-0.0020596865,-0.009641624,-0.0017610841,-0.06912321,0.10969547,-0.09826312,-0.03142145,-0.29269087,-0.013081312,-0.5663514,-0.04122289,-0.13483822,-0.35446355,0.035257354
LP001843,1,0.78945726,-0.6880327,1.9467702,-1.426309,0.38565984,0.45818573,0.4280368,-0.066430345,-0.017305458,-0.006029807,0.033920024,0.012124947,0.026071498,-0.6141088,-0.08592181,-0.02476735,-0.12599638,-0.00681437,0.065591924,0.0021791735,0.048680454,0.15630427,0.04175446
LP001844,0,0.044789173,1.6825913,-0.6991807,-0.24899802,-0.10975701,-3.4596047,-0.7411104,0.40466863,-0.047242828,-0.0077288477,0.15199573,0.017866194,-0.10570147,0.08390093,-0.09043066,-0.13044307,0.12198649,0.006814079,-0.3249181,-0.028177556,0.1495889,-0.5102658,0.046085104
LP001846,1,0.6458028,-0.4769961,-0.7925271,-0.7845208,0.040776342,0.43310693,2.2441108,-1.8613806,0.26197314,0.09400224,-0.023480937,-0.006463699,0.23211707,0.0628427,-0.02236643,0.36396295,0.24175046,0.011581772,0.03770335,0.0048676147,-0.108141385,-0.19543022,0.06505708
LP001849,0,0.015213775,0.71547306,-1.0920726,0.21440116,-0.11138254,-3.5786326,0.418805,-0.0026447023,-0.040335506,-0.0117682535,0.27051273,0.026521083,-0.16623479,0.034342963,-0.073855445,-0.12655176,-0.6762295,-0.06203185,0.011436128,0.0010309783,-0.18930285,-0.5288199,0.019021695
LP001854,1,0.7690246,0.13409321,-1.0334445,0.25868866,-0.042772405,0.49216616,0.34033355,0.11461661,-0.05631873,-0.017652765,-0.056276143,-0.0013671124,0.04985277,0.056064077,-0.09759735,0.29876903,0.2738031,0.022946524,0.02434862,0.0039126757,0.086926505,-0.35684508,-0.069530815
LP001859,0,0.2826527,1.4374675,0.3825658,-0.9025133,-0.06582596,0.5056444,-2.093243,-0.034783605,-0.024868984,-0.0065861107,-0.008948266,0.0027051757,-0.1636668,0.10798813,-0.12183844,-0.06447935,0.057565022,0.0035196305,0.020553984,0.0011968366,-0.38568434,-0.29308006,-0.063124254
LP001864,0,0.3878631,-0.017242437,-1.1555667,0.11473658,-0.012885234,0.4891548,-0.6380897,0.02481199,-0.036261495,-0.0123784635,-0.045733225,-0.00047713643,0.020892965,0.08322152,-0.10257888,0.064173564,-0.8881646,-0.07450933,0.060024187,0.0034181636,0.10316757,0.7483511,0.03753687
LP001865,1,0.7939541,0.55637497,1.1619352,-0.9244913,-0.024406819,0.55194265,-0.9139572,-0.014545239,-0.038629495,-0.00852897,0.018416325,0.0073849102,0.266425,-0.17832276,-0.12791425,-0.056756992,0.029233107,0.0043148748,0.11364876,0.0066353246,0.0760972,-0.06157394,0.12755008
LP001868,1,0.967616,-0.64144886,1.0297117,0.2962046,0.03283302,0.61805314,0.31249,-0.003296376,0.0034966548,-0.003836144,-0.08995367,-0.02645438,-0.008175134,0.1534875,-0.057291582,-0.011266299,0.11071645,0.0034678224,0.102647364,0.0051663658,0.054970033,0.6958483,0.04170575
